date,SPY_close,QQQ_close
2026-01-21,690.61,579.22
2026-01-22,691.07,579.7
2026-01-23,691.53,580.19
2026-01-26,692.91,581.65
2026-01-27,693.37,582.14
2026-01-28,693.84,582.62
2026-01-29,694.3,583.11
2026-01-30,694.76,583.59
2026-02-02,696.14,585.05
2026-02-03,696.6,585.54
2026-02-04,695.87,586.03
2026-02-05,695.14,586.51
2026-02-06,694.41,587.0
2026-02-09,692.23,588.46
2026-02-10,691.5,588.95
2026-02-11,690.77,589.43
2026-02-12,690.04,589.92
2026-02-13,689.31,590.41
2026-02-16,687.12,591.86
2026-02-17,686.4,592.35
2026-02-18,685.67,592.84
2026-02-19,684.94,593.32
2026-02-20,684.21,593.81
2026-02-23,682.02,595.27
2026-02-24,681.29,595.76
2026-02-25,680.57,596.24
2026-02-26,679.84,596.73
2026-02-27,679.11,597.22
2026-03-02,676.92,598.68
2026-03-03,676.19,599.16
2026-03-04,675.47,599.65
2026-03-05,674.74,600.14
2026-03-06,674.01,600.62
2026-03-09,668.47,602.08
2026-03-10,666.63,602.57
2026-03-11,664.78,603.05
2026-03-12,662.94,603.54
2026-03-13,661.09,604.03
2026-03-16,655.56,604.06
2026-03-17,653.71,603.12
2026-03-18,651.87,602.19
2026-03-19,650.02,601.25
2026-03-20,648.18,600.31
2026-03-23,642.64,597.5
2026-03-24,640.8,596.56
2026-03-25,638.95,595.62
2026-03-26,637.11,594.69
2026-03-27,635.26,593.75
2026-03-30,629.73,590.94
2026-03-31,627.88,590.0
2026-04-01,630.08,592.47
2026-04-02,632.28,594.93
2026-04-03,634.47,597.4
2026-04-06,641.07,604.79
2026-04-07,643.27,607.26
2026-04-08,645.46,609.73
2026-04-09,647.66,612.19
2026-04-10,649.86,614.66
2026-04-13,656.45,622.05
2026-04-14,658.65,624.52
2026-04-15,660.85,626.99
2026-04-16,663.04,629.45
2026-04-17,665.24,631.92
2026-04-20,671.83,639.31
2026-04-21,674.03,641.78
2026-04-22,676.23,644.25
2026-04-23,678.43,646.71
2026-04-24,680.62,649.18
2026-04-27,687.22,656.57
2026-04-28,689.41,659.04
2026-04-29,691.61,661.51
2026-04-30,693.81,663.97
2026-05-01,694.53,666.44
2026-05-04,696.7,673.83
2026-05-05,697.43,676.3
2026-05-06,698.15,678.77
2026-05-07,698.87,681.23
2026-05-08,699.6,683.7
2026-05-11,701.77,691.09
2026-05-12,702.49,693.56
2026-05-13,703.22,696.03
2026-05-14,703.94,698.49
2026-05-15,704.66,700.96
2026-05-18,706.83,708.35
2026-05-19,707.56,710.82
2026-05-20,708.28,713.29
2026-05-21,709.0,715.75
2026-05-22,709.73,718.22
2026-05-25,711.9,725.61
2026-05-26,712.62,728.08
2026-05-27,713.34,730.55
2026-05-28,714.07,733.01
2026-05-29,714.79,735.48
2026-06-01,716.96,742.87
2026-06-02,717.69,745.34
2026-06-03,718.41,744.82
2026-06-04,719.13,744.3
2026-06-05,719.86,743.77
2026-06-08,722.03,742.21
2026-06-09,722.75,741.69
2026-06-10,723.47,741.17
2026-06-11,724.2,740.64
2026-06-12,724.92,740.12
2026-06-15,727.09,738.56
2026-06-16,727.82,738.03
2026-06-17,728.54,737.51
2026-06-18,729.26,736.99
2026-06-19,729.99,736.47
2026-06-22,732.16,734.9
2026-06-23,732.88,734.38
2026-06-24,733.6,733.86
2026-06-25,734.33,733.34
2026-06-26,735.05,732.82
2026-06-29,737.22,731.25
2026-06-30,737.94,730.73
2026-07-01,738.67,730.21
2026-07-02,739.39,729.68
2026-07-03,740.11,729.16
2026-07-06,742.29,727.6
2026-07-07,743.01,727.08
2026-07-08,743.73,726.55
2026-07-09,744.46,726.03
2026-07-10,745.18,725.51
2026-07-13,747.35,711.74
2026-07-14,750.19,719.6
