date,SPY_close,QQQ_close
2026-03-23,713.74,664.67
2026-03-24,716.0,668.45
2026-03-25,711.46,663.69
2026-03-26,713.31,671.61
2026-03-27,707.75,674.31
2026-03-30,706.81,670.47
2026-03-31,712.3,669.0
2026-04-01,719.71,665.41
2026-04-02,724.59,669.5
2026-04-03,724.52,672.02
2026-04-06,726.43,676.67
2026-04-07,727.85,674.91
2026-04-08,725.97,672.18
2026-04-09,726.34,675.66
2026-04-10,722.64,668.97
2026-04-13,733.34,678.52
2026-04-14,724.97,686.87
2026-04-15,726.1,688.63
2026-04-16,730.64,689.07
2026-04-17,726.9,696.2
2026-04-20,722.35,694.77
2026-04-21,721.23,692.36
2026-04-22,723.6,699.34
2026-04-23,718.45,694.71
2026-04-24,715.35,697.56
2026-04-27,714.44,693.87
2026-04-28,712.95,692.54
2026-04-29,712.52,692.2
2026-04-30,720.9,692.0
2026-05-01,723.2,689.18
2026-05-04,724.42,692.57
2026-05-05,727.03,700.63
2026-05-06,728.43,704.8
2026-05-07,733.21,712.99
2026-05-08,733.78,718.32
2026-05-11,730.46,719.0
2026-05-12,732.96,720.82
2026-05-13,735.61,719.41
2026-05-14,738.0,715.22
2026-05-15,739.73,723.33
2026-05-18,743.91,735.0
2026-05-19,744.38,734.4
2026-05-20,752.81,736.69
2026-05-21,749.36,735.63
2026-05-22,748.13,739.77
2026-05-25,746.92,749.78
2026-05-26,745.04,749.96
2026-05-27,748.05,744.65
2026-05-28,759.17,740.14
2026-05-29,758.01,741.0
2026-06-01,757.17,745.81
2026-06-02,760.4,748.65
2026-06-03,757.19,745.92
2026-06-04,753.67,743.5
2026-06-05,759.8,741.64
2026-06-08,758.53,743.93
2026-06-09,758.94,736.94
2026-06-10,761.49,732.4
2026-06-11,754.06,733.52
2026-06-12,747.87,738.2
2026-06-15,737.7,735.37
2026-06-16,744.61,738.83
2026-06-17,742.0,740.0
2026-06-18,743.5,746.07
2026-06-19,745.3,752.14
2026-06-22,744.28,748.0
2026-06-23,733.86,736.17
2026-06-24,733.13,733.0
2026-06-25,733.06,729.63
