date,SPY_close,QQQ_close
2025-12-18,679.82,621.75
2025-12-19,680.22,622.89
2025-12-22,679.88,623.68
2025-12-23,681.04,622.32
2025-12-24,682.1,623.64
2025-12-25,684.41,623.65
2025-12-26,682.37,624.13
2025-12-29,682.77,623.11
2025-12-30,682.61,624.7
2025-12-31,683.0,625.0
2026-01-01,683.96,628.19
2026-01-02,685.08,628.34
2026-01-05,689.38,631.13
2026-01-06,686.74,627.46
2026-01-07,688.41,630.96
2026-01-08,688.95,630.79
2026-01-09,688.39,634.87
2026-01-12,692.58,631.06
2026-01-13,693.04,631.92
2026-01-14,694.1,633.22
2026-01-15,692.74,631.71
2026-01-16,695.0,636.0
2026-01-19,693.6,635.39
2026-01-20,696.92,637.44
2026-01-21,699.7,638.34
2026-01-22,695.82,641.39
2026-01-23,696.96,640.52
2026-01-26,698.44,638.68
2026-01-27,698.15,638.76
2026-01-28,697.23,641.59
2026-01-29,700.05,639.28
2026-01-30,699.01,644.94
2026-02-02,701.71,644.49
2026-02-03,700.31,642.45
2026-02-04,704.33,641.04
2026-02-05,701.6,646.58
2026-02-06,702.8,644.82
2026-02-09,704.95,647.6
2026-02-10,702.62,643.62
2026-02-11,705.22,645.83
2026-02-12,707.29,647.41
2026-02-13,706.0,648.0
2026-02-16,706.86,647.87
2026-02-17,707.57,650.21
2026-02-18,708.91,648.07
2026-02-19,706.65,650.17
2026-02-20,707.13,651.2
2026-02-23,710.34,652.44
2026-02-24,710.62,653.36
2026-02-25,711.16,650.96
2026-02-26,711.89,650.89
2026-02-27,711.03,656.09
2026-03-02,712.93,655.14
2026-03-03,713.62,653.97
2026-03-04,712.78,658.34
2026-03-05,717.07,656.59
2026-03-06,715.68,658.94
2026-03-09,713.9,657.71
2026-03-10,717.14,661.59
2026-03-11,715.4,661.69
2026-03-12,718.53,658.99
2026-03-13,718.0,660.0
2026-03-16,717.42,661.77
2026-03-17,720.59,663.66
2026-03-18,720.39,660.5
2026-03-19,721.58,663.94
2026-03-20,723.74,665.26
2026-03-23,721.25,661.28
2026-03-24,721.11,662.93
2026-03-25,721.51,662.21
2026-03-26,722.22,665.85
2026-03-27,723.89,668.2
2026-03-30,725.09,670.21
2026-03-31,725.6,668.52
2026-04-01,727.0,671.82
2026-04-02,726.42,667.49
2026-04-03,729.11,667.64
2026-04-06,727.21,671.11
2026-04-07,732.16,672.55
2026-04-08,729.71,672.55
2026-04-09,728.15,669.82
2026-04-10,728.44,673.85
2026-04-13,731.3,672.5
2026-04-14,730.87,676.53
2026-04-15,732.85,676.72
2026-04-16,733.09,675.21
2026-04-17,732.89,676.63
2026-04-20,732.36,676.4
2026-04-21,731.98,678.79
2026-04-22,734.14,681.22
2026-04-23,736.66,678.62
2026-04-24,736.32,681.86
2026-04-27,734.76,680.8
2026-04-28,737.46,681.05
2026-04-29,738.37,682.92
2026-04-30,737.09,682.03
2026-05-01,739.23,683.55
2026-05-04,739.69,683.15
2026-05-05,738.51,689.27
2026-05-06,741.33,686.66
2026-05-07,742.23,686.1
2026-05-08,742.0,688.0
2026-05-11,744.48,691.16
2026-05-12,741.79,694.32
2026-05-13,743.36,699.13
2026-05-14,746.44,702.74
2026-05-15,747.36,703.83
2026-05-18,748.28,707.1
2026-05-19,754.2,710.98
2026-05-20,750.21,710.71
2026-05-21,751.97,715.46
2026-05-22,752.62,724.0
2026-05-25,753.09,727.86
2026-05-26,752.55,727.78
2026-05-27,755.09,732.64
2026-05-28,753.7,735.51
2026-05-29,755.42,743.98
2026-06-01,755.97,743.72
2026-06-02,757.62,745.0
2026-06-03,760.74,742.47
2026-06-04,754.03,740.51
2026-06-05,757.52,743.13
2026-06-08,753.66,740.6
2026-06-09,755.0,738.61
2026-06-10,756.98,739.3
2026-06-11,755.05,737.75
2026-06-12,752.95,742.12
2026-06-15,753.11,739.88
2026-06-16,754.83,737.49
2026-06-17,752.33,739.48
2026-06-18,753.37,736.14
2026-06-19,752.74,733.67
2026-06-22,751.31,737.3
2026-06-23,755.13,734.74
2026-06-24,752.48,731.1
2026-06-25,748.1,731.9
2026-06-26,751.04,729.9
2026-06-29,749.39,728.22
2026-06-30,750.0,730.0
2026-07-01,745.32,727.46
2026-07-02,743.0,718.0
2026-07-03,743.88,717.13
2026-07-06,744.54,713.09
2026-07-07,741.59,711.51
2026-07-08,743.0,709.45
2026-07-09,742.92,707.09
2026-07-10,742.78,706.84
2026-07-13,746.5,703.41
2026-07-14,744.6,703.48
2026-07-15,742.25,701.04
2026-07-16,745.62,698.83
2026-07-17,747.53,695.79
2026-07-20,746.04,694.5
2026-07-21,742.36,694.93
2026-07-22,744.03,692.62
2026-07-23,746.76,688.19
2026-07-24,745.0,688.0
2026-07-27,739.08,680.0
2026-07-28,740.63,675.49
2026-07-29,729.38,663.74
2026-07-30,741.69,683.55
2026-07-31,744.65,688.33
2026-08-03,755.82,695.9
2026-08-04,771.64,726.39
2026-08-06,769.40,722.40
