date,SPY_close,QQQ_close
2025-10-20,763.00,722.11
2025-10-21,766.67,726.55
2025-10-22,760.33,720.99
2025-10-23,763.99,725.43
2025-10-24,757.66,719.87
2025-10-27,753.43,715.54
2025-10-28,757.10,720.00
2025-10-29,760.77,724.44
2025-10-30,764.44,728.89
2025-10-31,768.11,733.33
2025-11-03,764.89,730.01
2025-11-04,768.56,734.45
2025-11-05,772.23,738.89
2025-11-06,775.90,743.34
2025-11-07,779.57,747.78
2025-11-10,776.35,744.46
2025-11-11,780.02,748.90
2025-11-12,783.69,753.34
2025-11-13,787.36,757.78
2025-11-14,790.97,762.22
2025-11-17,787.78,759.00
2025-11-18,791.45,763.45
2025-11-19,795.12,767.89
2025-11-20,798.79,772.33
2025-11-21,802.46,776.77
2025-11-24,799.24,773.45
2025-11-25,802.91,777.89
2025-11-26,806.58,782.33
2025-11-28,810.25,786.77
2025-12-01,807.03,783.45
2025-12-02,800.71,776.89
2025-12-03,797.49,773.44
2025-12-04,794.27,769.99
2025-12-05,791.05,766.54
2025-12-08,787.84,763.09
2025-12-09,784.62,759.64
2025-12-10,781.40,756.19
2025-12-11,778.18,752.74
2025-12-12,774.97,749.29
2025-12-15,771.75,745.84
2025-12-16,768.53,742.39
2025-12-17,765.31,738.94
2025-12-18,762.09,735.49
2025-12-19,758.87,732.04
2025-12-22,762.09,735.36
2025-12-23,765.31,738.68
2025-12-24,768.53,741.99
2025-12-26,771.75,745.31
2025-12-29,774.97,748.62
2025-12-30,771.75,745.30
2025-12-31,768.53,741.97
2026-01-02,765.31,738.64
2026-01-05,762.09,735.31
2026-01-06,758.87,731.99
2026-01-07,755.65,728.66
2026-01-08,752.43,725.33
2026-01-09,749.22,722.00
2026-01-12,745.99,718.67
2026-01-13,742.77,715.34
2026-01-14,745.99,718.67
2026-01-15,749.22,722.00
2026-01-16,752.43,725.33
2026-01-20,755.66,728.66
2026-01-21,758.88,732.00
2026-01-22,762.10,735.33
2026-01-23,765.32,738.66
2026-01-26,768.55,741.99
2026-01-27,771.77,745.32
2026-01-28,774.99,748.65
2026-01-29,778.22,748.65
2026-01-30,781.44,751.98
2026-02-02,778.22,748.65
2026-02-03,775.00,745.32
2026-02-04,771.77,741.99
2026-02-05,768.55,738.66
2026-02-06,765.33,735.33
2026-02-09,762.10,731.99
2026-02-10,758.88,728.66
2026-02-11,755.65,725.33
2026-02-12,752.43,722.00
2026-02-13,749.20,718.67
2026-02-17,745.98,715.34
2026-02-18,742.75,712.01
2026-02-19,739.53,708.68
2026-02-20,736.30,705.35
2026-02-23,733.08,702.02
2026-02-24,729.85,698.69
2026-02-25,726.63,695.36
2026-02-26,723.40,692.03
2026-02-27,720.18,688.70
2026-03-02,716.95,685.37
2026-03-03,713.73,682.04
2026-03-04,710.50,678.71
2026-03-05,707.28,675.38
2026-03-06,704.06,672.05
2026-03-09,700.83,668.72
2026-03-10,697.61,665.39
2026-03-11,694.38,662.06
2026-03-12,691.16,658.73
2026-03-13,687.94,655.40
2026-03-16,691.16,658.73
2026-03-17,694.38,662.06
2026-03-18,697.61,665.39
2026-03-19,700.83,668.72
2026-03-20,704.06,672.05
2026-03-23,707.28,675.38
2026-03-24,710.50,678.71
2026-03-25,713.73,682.04
2026-03-26,716.95,685.37
2026-03-27,720.18,688.70
2026-03-30,723.40,692.03
2026-03-31,726.63,695.36
2026-04-01,723.40,692.03
2026-04-02,720.18,688.70
2026-04-03,710.50,678.71
2026-04-06,697.61,665.39
2026-04-07,691.16,658.73
2026-04-08,694.38,662.06
2026-04-09,707.28,675.38
2026-04-10,713.73,682.04
2026-04-13,716.95,685.37
2026-04-14,720.18,688.70
2026-04-15,723.40,692.03
2026-04-16,726.63,695.36
2026-04-17,729.85,698.69
2026-04-20,733.08,702.02
2026-04-21,736.30,705.35
2026-04-22,739.53,708.68
2026-04-23,742.75,712.01
2026-04-24,745.98,715.34
2026-04-27,749.20,718.67
2026-04-28,752.43,722.00
2026-04-29,755.65,725.33
2026-04-30,752.43,722.00
2026-05-01,749.20,718.67
2026-05-04,752.43,722.00
2026-05-05,755.65,725.33
2026-05-06,758.88,728.66
2026-05-07,762.10,731.99
2026-05-08,765.32,735.32
2026-05-11,768.55,738.65
2026-05-12,771.77,741.98
2026-05-13,774.99,745.31
2026-05-14,778.22,748.64
2026-05-15,781.44,748.65
2026-05-18,778.22,745.32
2026-05-19,775.00,742.00
2026-05-20,771.77,738.67
2026-05-21,768.55,735.34
2026-05-22,765.32,732.01
2026-05-26,768.55,735.34
2026-05-27,771.77,738.67
2026-05-28,774.99,742.00
2026-05-29,778.22,745.32
2026-06-01,781.44,748.65
2026-06-02,784.55,745.34
2026-06-03,781.33,742.01
2026-06-04,778.11,738.68
2026-06-05,774.89,735.35
2026-06-08,771.67,732.02
2026-06-09,768.45,728.69
2026-06-10,765.23,725.36
2026-06-11,762.01,722.03
2026-06-12,758.79,718.70
2026-06-15,755.57,715.37
2026-06-16,752.35,712.04
2026-06-17,749.13,708.71
2026-06-18,745.91,705.38
2026-06-19,749.13,708.71
2026-06-22,752.35,712.04
2026-06-23,755.57,715.37
2026-06-24,758.79,718.70
2026-06-25,762.01,722.03
2026-06-26,765.23,725.36
2026-06-29,768.45,728.69
2026-06-30,765.23,725.36
2026-07-01,768.45,728.69
2026-07-02,771.67,732.02
2026-07-06,774.89,735.35
2026-07-07,771.67,732.02
2026-07-08,768.45,728.69
2026-07-09,765.23,725.36
2026-07-10,762.01,722.03
2026-07-13,758.79,711.74
2026-07-14,755.57,708.41
2026-07-15,754.81,707.20
2026-07-16,750.72,706.11
2026-07-17,742.37,696.22
